Date,Sales,States,County
25/02/2023,4034,Missouri,Barry
25/02/2023,5787,Montana,Carbon
25/02/2023,5785,Nebraska,Blaine
25/02/2023,5478,Nevada,Esmeralda
25/02/2023,5686,New Hampshire,Grafton
25/02/2023,5809,New Jersey,Cape May
25/02/2023,5944,New Mexico,Colfax
25/02/2023,7175,New York,Cattaraugus
25/02/2023,4089,North Carolina,Ashe
25/02/2023,5804,North Dakota,Bottineau
25/02/2023,7711,Ohio,Athens
25/02/2023,7811,Oklahoma,Beckham
25/02/2023,4953,Oregon,Columbia
25/02/2023,7965,Pennsylvania,Bedford
25/02/2023,1096,South Carolina,Charleston
25/02/2023,8994,South Dakota,Aurora
25/02/2023,3458,Tennessee,Anderson
25/02/2023,1037,Texas,Anderson
25/02/2023,3591,Utah,Beaver
25/02/2023,9555,Vermont,Addison
25/02/2023,5355,Virginia,Accomack
25/02/2023,7031,Washington,Adams
25/02/2023,4635,West Virginia,Barbour
25/02/2023,4550,Wisconsin,Adams
25/02/2023,1441,Wyoming,Albany
03/03/2023,5351,Alabama,Baldwin
03/03/2023,9375,Alaska,Aleutians West
03/03/2023,4334,Arizona,Cochise
03/03/2023,4919,Arkansas,Ashley
03/03/2023,1545,California,Alpine
03/03/2023,9997,Colorado,Alamosa
03/03/2023,5016,Connecticut,Windham
03/03/2023,3757,Florida,Alachua
03/03/2023,3655,Georgia,Appling
03/03/2023,4664,Hawaii,Hawaii
03/03/2023,1014,Idaho,Bingham
03/03/2023,3109,Illinois,Bureau
03/03/2023,5435,Indiana,Boone
03/03/2023,5167,Iowa,Benton
03/03/2023,9795,Kansas,Bourbon
03/03/2023,5681,Kentucky,Bath
03/03/2023,8594,Louisiana,Beauregard
03/03/2023,1745,Maine,Kennebec
03/03/2023,5643,Maryland,Carroll
03/03/2023,7087,Massachusetts,Franklin
03/03/2023,5488,Michigan,Arenac
03/03/2023,5340,Minnesota,Big Stone
03/03/2023,6594,Mississippi,Bolivar
03/03/2023,4875,Missouri,Barton
03/03/2023,8149,Montana,Carter
03/03/2023,8365,Nebraska,Boone
03/03/2023,5795,Nevada,Eureka
03/03/2023,8555,New Hampshire,Hillsborough
03/03/2023,3697,New Jersey,Cumberland
03/03/2023,6581,New Mexico,Curry
03/03/2023,5554,New York,Cayuga
03/03/2023,5783,North Carolina,Avery
03/03/2023,6553,North Dakota,Bowman
03/03/2023,9740,Ohio,Auglaize
03/03/2023,3359,Oklahoma,Blaine
03/03/2023,8186,Oregon,Coos
03/03/2023,8397,Pennsylvania,Berks
03/03/2023,3485,South Carolina,Abbeville
03/03/2023,6581,South Dakota,Beadle
03/03/2023,7515,Tennessee,Bedford
03/03/2023,7574,Texas,Andrews
03/03/2023,4755,Utah,Box Elder
03/03/2023,7547,Vermont,Bennington
03/03/2023,5695,Virginia,Albemarle
03/03/2023,7495,Washington,Asotin
03/03/2023,1574,West Virginia,Berkeley
03/03/2023,1554,Wisconsin,Ashland
03/03/2023,3554,Wyoming,Big Horn
09/03/2023,5547,Alabama,Barbour
09/03/2023,5349,Alaska,Anchorage
09/03/2023,5760,Arizona,Coconino
09/03/2023,4803,Arkansas,Baxter
09/03/2023,3655,California,Amador
09/03/2023,6071,Colorado,Arapahoe
09/03/2023,3950,Connecticut,Fairfield
09/03/2023,7469,Florida,Baker
09/03/2023,4056,Georgia,Atkinson
09/03/2023,1569,Hawaii,Honolulu
09/03/2023,4147,Idaho,Blaine
09/03/2023,1567,Illinois,Calhoun
09/03/2023,9445,Indiana,Brown
09/03/2023,5840,Iowa,Black Hawk
09/03/2023,3616,Kansas,Brown
09/03/2023,3679,Kentucky,Bell
09/03/2023,8044,Louisiana,Bienville
09/03/2023,8595,Maine,Knox
09/03/2023,1750,Maryland,Cecil
09/03/2023,6940,Massachusetts,Hampden
09/03/2023,1168,Michigan,Baraga
09/03/2023,8395,Minnesota,Blue Earth
09/03/2023,7485,Mississippi,Calhoun
09/03/2023,1981,Missouri,Bates
09/03/2023,9033,Montana,Cascade
09/03/2023,3390,Nebraska,Box Butte
09/03/2023,7910,Nevada,Humboldt
09/03/2023,1664,New Hampshire,Merrimack
09/03/2023,5447,New Jersey,Essex
09/03/2023,4553,New Mexico,De Baca
09/03/2023,3039,New York,Chautauqua
09/03/2023,3907,North Carolina,Beaufort
09/03/2023,1339,North Dakota,Burke
09/03/2023,8185,Ohio,Belmont
09/03/2023,5987,Oklahoma,Bryan
09/03/2023,6337,Oregon,Crook
09/03/2023,5741,Pennsylvania,Blair
09/03/2023,5143,South Carolina,Aiken
09/03/2023,8645,South Dakota,Bennett
09/03/2023,5660,Tennessee,Benton
09/03/2023,4395,Texas,Angelina
09/03/2023,5101,Utah,Cache
09/03/2023,3438,Vermont,Caledonia
09/03/2023,1910,Virginia,Alleghany
09/03/2023,8635,Washington,Benton
09/03/2023,3707,West Virginia,Boone
09/03/2023,3537,Wisconsin,Barron
09/03/2023,3046,Wyoming,Campbell
15/03/2023,3845,Alabama,Bibb
15/03/2023,1839,Alaska,Bethel
15/03/2023,4058,Arizona,Gila
15/03/2023,5936,Arkansas,Benton
15/03/2023,6740,California,Butte
15/03/2023,5785,Colorado,Archuleta
15/03/2023,3086,Connecticut,Hartford
15/03/2023,3538,Florida,Bay
15/03/2023,8350,Georgia,Bacon
15/03/2023,1465,Hawaii,Kalawao
15/03/2023,3700,Idaho,Boise
15/03/2023,4085,Illinois,Carroll
15/03/2023,8096,Indiana,Carroll
15/03/2023,6581,Iowa,Boone
15/03/2023,7083,Kansas,Butler
15/03/2023,1641,Kentucky,Boone
15/03/2023,7609,Louisiana,Bossier
15/03/2023,1934,Maine,Lincoln
15/03/2023,5550,Maryland,Charles
15/03/2023,5888,Massachusetts,Hampshire
15/03/2023,6374,Michigan,Barry
15/03/2023,3556,Minnesota,Brown
15/03/2023,6803,Mississippi,Carroll
15/03/2023,3371,Missouri,Benton
15/03/2023,1751,Montana,Chouteau
15/03/2023,9813,Nebraska,Boyd
15/03/2023,1730,Nevada,Lander
15/03/2023,9989,New Hampshire,Rockingham
15/03/2023,3646,New Jersey,Gloucester
15/03/2023,3481,New Mexico,Doña Ana
15/03/2023,6730,New York,Chemung
15/03/2023,5348,North Carolina,Bertie
15/03/2023,5990,North Dakota,Burleigh
15/03/2023,3677,Ohio,Brown
15/03/2023,7515,Oklahoma,Caddo
15/03/2023,9188,Oregon,Curry
15/03/2023,8715,Pennsylvania,Bradford
15/03/2023,8894,South Carolina,Allendale
15/03/2023,6510,South Dakota,Bon Homme
15/03/2023,6819,Tennessee,Bledsoe
15/03/2023,9536,Texas,Aransas
15/03/2023,5454,Utah,Carbon
15/03/2023,4499,Vermont,Chittenden
15/03/2023,7440,Virginia,Amelia
15/03/2023,6736,Washington,Chelan
15/03/2023,5554,West Virginia,Braxton
15/03/2023,1346,Wisconsin,Bayfield
15/03/2023,1383,Wyoming,Carbon
21/03/2023,6455,Alabama,Blount
21/03/2023,3464,Alaska,Bristol Bay
21/03/2023,9789,Arizona,Graham
21/03/2023,6496,Arkansas,Boone
21/03/2023,7885,California,Calaveras
21/03/2023,1613,Colorado,Baca
21/03/2023,6319,Connecticut,Litchfield
21/03/2023,5789,Florida,Bradford
21/03/2023,5983,Georgia,Baker
21/03/2023,8381,Hawaii,Kauai
21/03/2023,5653,Idaho,Bonner
21/03/2023,5097,Illinois,Cass
21/03/2023,8910,Indiana,Cass
21/03/2023,7389,Iowa,Bremer
21/03/2023,6505,Kansas,Chase
21/03/2023,4779,Kentucky,Bourbon
21/03/2023,4516,Louisiana,Caddo
21/03/2023,3900,Maine,Oxford
21/03/2023,1744,Maryland,Dorchester
21/03/2023,9907,Massachusetts,Middlesex
21/03/2023,5149,Michigan,Bay
21/03/2023,7950,Minnesota,Carlton
21/03/2023,8097,Mississippi,Chickasaw
21/03/2023,1046,Missouri,Bollinger
21/03/2023,4501,Montana,Custer
21/03/2023,7557,Nebraska,Brown
21/03/2023,3456,Nevada,Lincoln
21/03/2023,4353,New Hampshire,Strafford
21/03/2023,5645,New Jersey,Hudson
21/03/2023,3915,New Mexico,Eddy
21/03/2023,5518,New York,Chenango
21/03/2023,1595,North Carolina,Bladen
21/03/2023,3305,North Dakota,Cass
21/03/2023,6557,Ohio,Butler
21/03/2023,1913,Oklahoma,Canadian
21/03/2023,8389,Oregon,Deschutes
21/03/2023,9345,Pennsylvania,Bucks
21/03/2023,3575,South Carolina,Anderson
21/03/2023,3156,South Dakota,Brookings
21/03/2023,4639,Tennessee,Blount
21/03/2023,6156,Texas,Archer
21/03/2023,5777,Utah,Daggett
21/03/2023,9878,Vermont,Essex
21/03/2023,1859,Virginia,Amherst
21/03/2023,7843,Washington,Clallam
21/03/2023,8444,West Virginia,Brooke
21/03/2023,3716,Wisconsin,Brown
21/03/2023,8119,Wyoming,Converse
27/03/2023,7839,Alabama,Bullock
27/03/2023,1583,Alaska,Denali
27/03/2023,8130,Arizona,Greenlee
27/03/2023,1487,Arkansas,Bradley
27/03/2023,8180,California,Colusa
27/03/2023,1376,Colorado,Bent
27/03/2023,7104,Connecticut,Middlesex
27/03/2023,5164,Florida,Brevard
27/03/2023,5545,Georgia,Baldwin
27/03/2023,3151,Hawaii,Maui
27/03/2023,8484,Idaho,Bonneville
27/03/2023,5134,Illinois,Champaign
27/03/2023,6638,Indiana,Clark
27/03/2023,3308,Iowa,Buchanan
27/03/2023,5874,Kansas,Chautauqua
27/03/2023,5410,Kentucky,Boyd
27/03/2023,9964,Louisiana,Calcasieu
27/03/2023,6535,Maine,Penobscot
27/03/2023,5591,Maryland,Frederick
27/03/2023,6638,Massachusetts,Nantucket
27/03/2023,4180,Michigan,Benzie
27/03/2023,5653,Minnesota,Carver
27/03/2023,3958,Mississippi,Choctaw
27/03/2023,1115,Missouri,Boone
27/03/2023,9547,Montana,Daniels
27/03/2023,4000,Nebraska,Buffalo
27/03/2023,1516,Nevada,Lyon
27/03/2023,6054,New Hampshire,Sullivan
27/03/2023,6135,New Jersey,Hunterdon
27/03/2023,1466,New Mexico,Grant
27/03/2023,5718,New York,Clinton
27/03/2023,6954,North Carolina,Brunswick
27/03/2023,8355,North Dakota,Cavalier
27/03/2023,8181,Ohio,Carroll
27/03/2023,1805,Oklahoma,Carter
27/03/2023,8341,Oregon,Douglas
27/03/2023,1051,Pennsylvania,Butler
27/03/2023,9611,South Carolina,Bamberg
27/03/2023,5531,South Dakota,Brown
27/03/2023,9655,Tennessee,Bradley
27/03/2023,1814,Texas,Armstrong
27/03/2023,9855,Utah,Davis
27/03/2023,6473,Vermont,Franklin
27/03/2023,9695,Virginia,Appomattox
27/03/2023,7041,Washington,Clark
27/03/2023,9361,West Virginia,Cabell
27/03/2023,3059,Wisconsin,Buffalo
27/03/2023,8864,Wyoming,Crook
02/04/2023,1607,Alabama,Butler
02/04/2023,9547,Alaska,Dillingham
02/04/2023,5177,Arizona,La Paz
02/04/2023,4466,Arkansas,Calhoun
02/04/2023,5864,California,Contra Costa
02/04/2023,8818,Colorado,Boulder
02/04/2023,8955,Connecticut,New Haven
02/04/2023,7456,Florida,Broward
02/04/2023,7049,Georgia,Banks
02/04/2023,9705,Hawaii,Hawaii
02/04/2023,5848,Idaho,Ada
02/04/2023,6675,Illinois,Adams
02/04/2023,6076,Indiana,Adams
02/04/2023,1958,Iowa,Adair
02/04/2023,8384,Kansas,Allen
02/04/2023,3519,Kentucky,Adair
02/04/2023,7548,Louisiana,Acadia
02/04/2023,9005,Maine,Androscoggin
02/04/2023,5589,Maryland,Allegany
02/04/2023,1895,Massachusetts,Barnstable
02/04/2023,3331,Michigan,Alcona
02/04/2023,5548,Minnesota,Aitkin
02/04/2023,6773,Mississippi,Adams
02/04/2023,4544,Missouri,Adair
02/04/2023,8135,Montana,Beaverhead
02/04/2023,6689,Nebraska,Adams
02/04/2023,8716,Nevada,Churchill
02/04/2023,3556,New Hampshire,Belknap
02/04/2023,7755,New Jersey,Atlantic
02/04/2023,6807,New Mexico,Bernalillo
02/04/2023,4147,New York,Albany
02/04/2023,4996,North Carolina,Alamance
02/04/2023,5469,North Dakota,Adams
02/04/2023,5497,Ohio,Adams
02/04/2023,6455,Oklahoma,Adair
02/04/2023,5573,Oregon,Baker
02/04/2023,7567,Pennsylvania,Adams
02/04/2023,4186,South Carolina,Barnwell
02/04/2023,7549,South Dakota,Brule
02/04/2023,3314,Tennessee,Campbell
02/04/2023,6981,Texas,Atascosa
02/04/2023,5774,Utah,Duchesne
02/04/2023,1563,Vermont,Grand Isle
02/04/2023,8515,Virginia,Arlington
02/04/2023,9604,Washington,Columbia
02/04/2023,5539,West Virginia,Calhoun
02/04/2023,1933,Wisconsin,Burnett
02/04/2023,8557,Wyoming,Fremont
08/04/2023,9956,Alabama,Calhoun
08/04/2023,3646,Alaska,Fairbanks North Star
08/04/2023,3907,Arizona,Maricopa
08/04/2023,4319,Arkansas,Carroll
08/04/2023,4155,California,Del Norte
08/04/2023,8316,Colorado,Broomfield
08/04/2023,8995,Connecticut,New London
08/04/2023,6947,Florida,Calhoun
08/04/2023,5165,Georgia,Barrow
08/04/2023,8048,Hawaii,Honolulu
08/04/2023,6943,Idaho,Adams
08/04/2023,5581,Illinois,Alexander
08/04/2023,9695,Indiana,Allen
08/04/2023,4970,Iowa,Adams
08/04/2023,3791,Kansas,Anderson
08/04/2023,1659,Kentucky,Allen
08/04/2023,3095,Louisiana,Allen
08/04/2023,9168,Maine,Aroostook
08/04/2023,6414,Maryland,Anne Arundel
08/04/2023,4769,Massachusetts,Berkshire
08/04/2023,4848,Michigan,Alger
08/04/2023,8557,Minnesota,Anoka
08/04/2023,4815,Mississippi,Alcorn
08/04/2023,8441,Missouri,Andrew
08/04/2023,8675,Montana,Big Horn
08/04/2023,1677,Nebraska,Antelope
08/04/2023,7567,Nevada,Clark
08/04/2023,7880,New Hampshire,Carroll
08/04/2023,1109,New Jersey,Bergen
08/04/2023,1145,New Mexico,Catron
08/04/2023,9598,New York,Allegany
08/04/2023,4758,North Carolina,Alexander
08/04/2023,1537,North Dakota,Barnes
08/04/2023,6469,Ohio,Allen
08/04/2023,3144,Oklahoma,Alfalfa
08/04/2023,7515,Oregon,Benton
08/04/2023,5989,Pennsylvania,Allegheny
08/04/2023,5796,South Carolina,Beaufort
08/04/2023,7019,South Dakota,Buffalo
08/04/2023,7785,Tennessee,Cannon
08/04/2023,4568,Texas,Austin
08/04/2023,1908,Utah,Emery
08/04/2023,5410,Vermont,Lamoille
08/04/2023,5075,Virginia,Augusta
08/04/2023,3373,Washington,Cowlitz
08/04/2023,3865,West Virginia,Clay
08/04/2023,5443,Wisconsin,Calumet
08/04/2023,4060,Wyoming,Goshen
14/04/2023,5090,Alabama,Chambers
14/04/2023,6468,Alaska,Haines
14/04/2023,7364,Arizona,Mohave
14/04/2023,5106,Arkansas,Chicot
14/04/2023,7087,California,El Dorado
14/04/2023,7557,Colorado,Chaffee
14/04/2023,9046,Connecticut,Tolland
14/04/2023,7434,Florida,Charlotte
14/04/2023,5606,Georgia,Bartow
14/04/2023,7896,Hawaii,Kalawao
14/04/2023,1587,Idaho,Bannock
14/04/2023,5355,Illinois,Bond
14/04/2023,9137,Indiana,Bartholomew
14/04/2023,6105,Iowa,Allamakee
14/04/2023,3908,Kansas,Atchison
14/04/2023,6957,Kentucky,Anderson
14/04/2023,4931,Louisiana,Ascension
14/04/2023,5046,Maine,Cumberland
14/04/2023,4591,Maryland,Baltimore
14/04/2023,1360,Massachusetts,Bristol
14/04/2023,1434,Michigan,Allegan
14/04/2023,4814,Minnesota,Becker
14/04/2023,6116,Mississippi,Amite
14/04/2023,5464,Missouri,Atchison
14/04/2023,1346,Montana,Blaine
14/04/2023,5973,Nebraska,Arthur
14/04/2023,5453,Nevada,Douglas
14/04/2023,8305,New Hampshire,Cheshire
14/04/2023,6403,New Jersey,Burlington
14/04/2023,5539,New Mexico,Chaves
14/04/2023,4513,New York,Bronx
14/04/2023,8815,North Carolina,Alleghany
14/04/2023,3768,North Dakota,Benson
14/04/2023,6569,Ohio,Ashland
14/04/2023,6691,Oklahoma,Atoka
14/04/2023,4959,Oregon,Clackamas
14/04/2023,1709,Pennsylvania,Armstrong
14/04/2023,9835,South Carolina,Berkeley
14/04/2023,3381,South Dakota,Butte
14/04/2023,6378,Tennessee,Carroll
14/04/2023,3797,Texas,Bailey
14/04/2023,5147,Utah,Garfield
14/04/2023,1003,Vermont,Orange
14/04/2023,3615,Virginia,Bath
14/04/2023,1840,Washington,Douglas
14/04/2023,1535,West Virginia,Doddridge
14/04/2023,1193,Wisconsin,Chippewa
14/04/2023,6540,Wyoming,Hot Springs
20/04/2023,7769,Alabama,Cherokee
20/04/2023,1307,Alaska,Juneau
20/04/2023,5597,Arizona,Navajo
20/04/2023,7373,Arkansas,Clark
20/04/2023,1005,California,Fresno
20/04/2023,5969,Colorado,Cheyenne
20/04/2023,9505,Connecticut,Windham
20/04/2023,4013,Florida,Citrus
20/04/2023,9891,Georgia,Ben Hill
20/04/2023,3389,Hawaii,Kauai
20/04/2023,6140,Idaho,Bear Lake
20/04/2023,6173,Illinois,Boone
20/04/2023,5555,Indiana,Benton
20/04/2023,3153,Iowa,Appanoose
20/04/2023,1105,Kansas,Barber
20/04/2023,1585,Kentucky,Ballard
20/04/2023,7037,Louisiana,Assumption
20/04/2023,5558,Maine,Franklin
20/04/2023,8790,Maryland,Calvert
20/04/2023,9757,Massachusetts,Dukes
20/04/2023,7501,Michigan,Alpena
20/04/2023,6503,Minnesota,Beltrami
20/04/2023,3611,Mississippi,Attala
20/04/2023,1071,Missouri,Audrain
20/04/2023,1631,Montana,Broadwater
20/04/2023,9581,Nebraska,Banner
20/04/2023,8976,Nevada,Elko
20/04/2023,4780,New Hampshire,Coos
20/04/2023,1514,New Jersey,Camden
20/04/2023,6856,New Mexico,Cibola
20/04/2023,8833,New York,Broome
20/04/2023,3714,North Carolina,Anson
20/04/2023,5458,North Dakota,Billings
20/04/2023,6401,Ohio,Ashtabula
20/04/2023,4451,Oklahoma,Beaver
20/04/2023,3376,Oregon,Clatsop
20/04/2023,3337,Pennsylvania,Beaver
20/04/2023,5090,South Carolina,Calhoun
20/04/2023,9043,South Dakota,Campbell
20/04/2023,9501,Tennessee,Carter
20/04/2023,5735,Texas,Bandera
20/04/2023,5863,Utah,Grand
20/04/2023,9633,Vermont,Orleans
20/04/2023,6836,Virginia,Bedford
20/04/2023,3030,Washington,Ferry
20/04/2023,1566,West Virginia,Fayette
20/04/2023,5099,Wisconsin,Clark
20/04/2023,1565,Wyoming,Johnson
26/04/2023,1817,Alabama,Autauga
26/04/2023,5555,Alaska,Aleutians East
26/04/2023,7383,Arizona,Apache
26/04/2023,7174,Arkansas,Arkansas
26/04/2023,1465,California,Alameda
26/04/2023,1683,Colorado,Adams
26/04/2023,5858,Connecticut,Fairfield
26/04/2023,3053,Florida,Clay
26/04/2023,7796,Georgia,Berrien
26/04/2023,5506,Hawaii,Maui
26/04/2023,9481,Idaho,Benewah
26/04/2023,7390,Illinois,Brown
26/04/2023,4974,Indiana,Blackford
26/04/2023,5058,Iowa,Audubon
26/04/2023,5018,Kansas,Barton
26/04/2023,8175,Kentucky,Barren
26/04/2023,9881,Louisiana,Avoyelles
26/04/2023,4555,Maine,Hancock
26/04/2023,7118,Maryland,Caroline
26/04/2023,5478,Massachusetts,Essex
26/04/2023,1904,Michigan,Antrim
26/04/2023,7856,Minnesota,Benton
26/04/2023,9987,Mississippi,Benton
26/04/2023,1855,Missouri,Barry
26/04/2023,3988,Montana,Carbon
26/04/2023,3414,Nebraska,Blaine
26/04/2023,5059,Nevada,Esmeralda
26/04/2023,5858,New Hampshire,Grafton
26/04/2023,5565,New Jersey,Cape May
26/04/2023,3738,New Mexico,Colfax
26/04/2023,1809,New York,Cattaraugus
26/04/2023,3000,North Carolina,Ashe
26/04/2023,3119,North Dakota,Bottineau
26/04/2023,9583,Ohio,Athens
26/04/2023,7480,Oklahoma,Beckham
26/04/2023,4918,Oregon,Columbia
26/04/2023,7345,Pennsylvania,Bedford
26/04/2023,5619,South Carolina,Charleston
26/04/2023,9956,South Dakota,Aurora
26/04/2023,3586,Tennessee,Anderson
26/04/2023,7753,Texas,Anderson
26/04/2023,4931,Utah,Beaver
26/04/2023,7983,Vermont,Addison
26/04/2023,1609,Virginia,Accomack
26/04/2023,8058,Washington,Adams
26/04/2023,7488,West Virginia,Barbour
26/04/2023,4597,Wisconsin,Adams
26/04/2023,6107,Wyoming,Albany
02/05/2023,5685,Alabama,Baldwin
02/05/2023,1365,Alaska,Aleutians West
02/05/2023,9335,Arizona,Cochise
02/05/2023,3388,Arkansas,Ashley
02/05/2023,5686,California,Alpine
02/05/2023,7968,Colorado,Alamosa
02/05/2023,3957,Connecticut,Hartford
02/05/2023,7395,Florida,Alachua
02/05/2023,5546,Georgia,Appling
02/05/2023,5958,Hawaii,Hawaii
02/05/2023,8548,Idaho,Bingham
02/05/2023,8145,Illinois,Bureau
02/05/2023,1455,Indiana,Boone
02/05/2023,9589,Iowa,Benton
02/05/2023,4474,Kansas,Bourbon
02/05/2023,5156,Kentucky,Bath
02/05/2023,4768,Louisiana,Beauregard
02/05/2023,1454,Maine,Kennebec
02/05/2023,3903,Maryland,Carroll
02/05/2023,5755,Massachusetts,Franklin
02/05/2023,5979,Michigan,Arenac
02/05/2023,9449,Minnesota,Big Stone
02/05/2023,9115,Mississippi,Bolivar
02/05/2023,4718,Missouri,Barton
02/05/2023,9753,Montana,Carter
02/05/2023,3549,Nebraska,Boone
02/05/2023,1050,Nevada,Eureka
02/05/2023,8347,New Hampshire,Hillsborough
02/05/2023,3475,New Jersey,Cumberland
02/05/2023,5985,New Mexico,Curry
02/05/2023,1879,New York,Cayuga
02/05/2023,3778,North Carolina,Avery
02/05/2023,1587,North Dakota,Bowman
02/05/2023,8984,Ohio,Auglaize
02/05/2023,1470,Oklahoma,Blaine
02/05/2023,7584,Oregon,Coos
02/05/2023,6373,Pennsylvania,Berks
02/05/2023,1558,South Carolina,Abbeville
02/05/2023,3574,South Dakota,Beadle
02/05/2023,1055,Tennessee,Bedford
02/05/2023,5144,Texas,Andrews
02/05/2023,1514,Utah,Box Elder
02/05/2023,3937,Vermont,Bennington
02/05/2023,6445,Virginia,Albemarle
02/05/2023,9761,Washington,Asotin
02/05/2023,7366,West Virginia,Berkeley
02/05/2023,6553,Wisconsin,Ashland
02/05/2023,9149,Wyoming,Big Horn
08/05/2023,5886,Alabama,Barbour
08/05/2023,8555,Alaska,Anchorage
08/05/2023,8503,Arizona,Coconino
08/05/2023,5377,Arkansas,Baxter
08/05/2023,1633,California,Amador
08/05/2023,5655,Colorado,Arapahoe
08/05/2023,1935,Connecticut,Litchfield
08/05/2023,7997,Florida,Baker
08/05/2023,3577,Georgia,Atkinson
08/05/2023,9855,Hawaii,Honolulu
08/05/2023,3551,Idaho,Blaine
08/05/2023,9450,Illinois,Calhoun
08/05/2023,4747,Indiana,Brown
08/05/2023,1111,Iowa,Black Hawk
08/05/2023,7005,Kansas,Brown
08/05/2023,6837,Kentucky,Bell
08/05/2023,6516,Louisiana,Bienville
08/05/2023,8185,Maine,Knox
08/05/2023,4653,Maryland,Cecil
08/05/2023,5740,Massachusetts,Hampden
08/05/2023,6303,Michigan,Baraga
08/05/2023,8547,Minnesota,Blue Earth
08/05/2023,3558,Mississippi,Calhoun
08/05/2023,1976,Missouri,Bates
08/05/2023,4567,Montana,Cascade
08/05/2023,1336,Nebraska,Box Butte
08/05/2023,9866,Nevada,Humboldt
08/05/2023,6674,New Hampshire,Merrimack
08/05/2023,3045,New Jersey,Essex
08/05/2023,5805,New Mexico,De Baca
08/05/2023,1788,New York,Chautauqua
08/05/2023,9703,North Carolina,Beaufort
08/05/2023,3596,North Dakota,Burke
08/05/2023,6960,Ohio,Belmont
08/05/2023,6730,Oklahoma,Bryan
08/05/2023,1846,Oregon,Crook
08/05/2023,6591,Pennsylvania,Blair
08/05/2023,7534,South Carolina,Aiken
08/05/2023,5615,South Dakota,Bennett
08/05/2023,1488,Tennessee,Benton
08/05/2023,5567,Texas,Angelina
08/05/2023,1358,Utah,Cache
08/05/2023,8855,Vermont,Caledonia
08/05/2023,7664,Virginia,Alleghany
08/05/2023,3705,Washington,Benton
08/05/2023,7351,West Virginia,Boone
08/05/2023,9838,Wisconsin,Barron
08/05/2023,6546,Wyoming,Campbell
14/05/2023,5688,Alabama,Bibb
14/05/2023,4974,Alaska,Bethel
14/05/2023,8455,Arizona,Gila
14/05/2023,7506,Arkansas,Benton
14/05/2023,5004,California,Butte
14/05/2023,9908,Colorado,Archuleta
14/05/2023,5800,Connecticut,Middlesex
14/05/2023,5464,Florida,Bay
14/05/2023,5659,Georgia,Bacon
14/05/2023,7453,Hawaii,Kalawao
14/05/2023,9004,Idaho,Boise
14/05/2023,5593,Illinois,Carroll
14/05/2023,7539,Indiana,Carroll
14/05/2023,8309,Iowa,Boone
14/05/2023,8545,Kansas,Butler
14/05/2023,5545,Kentucky,Boone
14/05/2023,9764,Louisiana,Bossier
14/05/2023,5964,Maine,Lincoln
14/05/2023,1445,Maryland,Charles
14/05/2023,5554,Massachusetts,Hampshire
14/05/2023,3998,Michigan,Barry
14/05/2023,5490,Minnesota,Brown
14/05/2023,3956,Mississippi,Carroll
14/05/2023,7558,Missouri,Benton
14/05/2023,8470,Montana,Chouteau
14/05/2023,6707,Nebraska,Boyd
14/05/2023,6318,Nevada,Lander
14/05/2023,8000,New Hampshire,Rockingham
14/05/2023,3568,New Jersey,Gloucester
14/05/2023,8647,New Mexico,Doña Ana
14/05/2023,1813,New York,Chemung
14/05/2023,3360,North Carolina,Bertie
14/05/2023,7075,North Dakota,Burleigh
14/05/2023,4919,Ohio,Brown
14/05/2023,5695,Oklahoma,Caddo
14/05/2023,6417,Oregon,Curry
14/05/2023,1398,Pennsylvania,Bradford
14/05/2023,6578,South Carolina,Allendale
14/05/2023,8060,South Dakota,Bon Homme
14/05/2023,4750,Tennessee,Bledsoe
14/05/2023,4063,Texas,Aransas
14/05/2023,3868,Utah,Carbon
14/05/2023,5996,Vermont,Chittenden
14/05/2023,8555,Virginia,Amelia
14/05/2023,8317,Washington,Chelan
14/05/2023,7473,West Virginia,Braxton
14/05/2023,5639,Wisconsin,Bayfield
14/05/2023,3668,Wyoming,Carbon
20/05/2023,5500,Alabama,Blount
20/05/2023,1807,Alaska,Bristol Bay
20/05/2023,8531,Arizona,Graham
20/05/2023,5960,Arkansas,Boone
20/05/2023,1554,California,Calaveras
20/05/2023,5186,Colorado,Baca
20/05/2023,5955,Connecticut,New Haven
20/05/2023,8595,Florida,Bradford
20/05/2023,6965,Georgia,Baker
20/05/2023,9556,Hawaii,Kauai
20/05/2023,4354,Idaho,Bonner
20/05/2023,4013,Illinois,Cass
20/05/2023,3557,Indiana,Cass
20/05/2023,1054,Iowa,Bremer
20/05/2023,4968,Kansas,Chase
20/05/2023,7886,Kentucky,Bourbon
20/05/2023,6440,Louisiana,Caddo
20/05/2023,1781,Maine,Oxford
20/05/2023,9500,Maryland,Dorchester
20/05/2023,3601,Massachusetts,Middlesex
20/05/2023,6540,Michigan,Bay
20/05/2023,3453,Minnesota,Carlton
20/05/2023,1436,Mississippi,Chickasaw
20/05/2023,4850,Missouri,Bollinger
20/05/2023,5054,Montana,Custer
20/05/2023,4515,Nebraska,Brown
20/05/2023,5599,Nevada,Lincoln
20/05/2023,9187,New Hampshire,Strafford
20/05/2023,7357,New Jersey,Hudson
20/05/2023,1495,New Mexico,Eddy
20/05/2023,5817,New York,Chenango
20/05/2023,5538,North Carolina,Bladen
20/05/2023,3069,North Dakota,Cass
20/05/2023,1810,Ohio,Butler
20/05/2023,7399,Oklahoma,Canadian
